SrNo,Region,PostCode,PostName,Department,AgeLimit,PayLevel,ExamLevel,SC,ST,OBC,UR,EWS,Total,ESM,OH,HH,VH,Others
150,MPR,MP12726,Pharmacist-cum-Clerk,"Government Medical Store Depot, Directorate General of Health Services, Ministry of Health & Family Welfare",21-28,Level 5,Higher Secondary (10+2),0,0,1,2,0,3,0,0,0,0,0
151,MPR,MP12826,Draftsman,"All India Institute of Hygiene and Public Health , Directorate General of",18-27,Level 4,Higher Secondary (10+2),0,0,1,0,0,1,0,0,0,0,0
152,MPR,MP12926,Cook,"Central Institute of Psychiatry, Directorate General of Health Services,",18-25,Level 2,Matriculation (10th),0,0,0,1,0,1,0,0,0,0,0
153,MPR,MP13026,Tailor,"Central Institute of Psychiatry, Directorate General of Health Services,",18-25,Level 2,Matriculation (10th),1,0,0,0,0,1,0,0,0,0,0
154,MPR,MP13126,Staff Car Driver (ordinary grade),"Central Institute of Psychiatry, Directorate General of Health Services,",18-25,Level 2,Matriculation (10th),0,0,0,1,0,1,0,0,0,0,0
155,MPR,MP13226,Staff Car Driver (Ordinary Grade),"RLTRI, Directorate General of Health Services, Ministry of Health & Family Welfare",,,,1,0,0,1,1,3,0,0,0,0,0
156,MPR,MP13326,Junior Laboratory Assistant,"Central Drug Laboratory, Directorate General of",18-25,Level 4,Higher Secondary (10+2),1,0,2,5,0,8,0,0,0,0,0
157,MPR,MP13426,Public Health Nursing Officer,"All India Institute of Hygiene and Public Health , Directorate General of",18-30,Level 8,Graduation & Above,0,0,1,2,0,3,0,0,0,0,0
158,MPR,MP13526,Nursing Officer,"All India Institute of Hygiene and Public Health , Directorate General of",18-25,Level 7,Matriculation (10th),0,1,1,6,0,8,0,0,0,0,0
159,MPR,MP13626,Ward Attendants (Male and Female),"Central Institute of Psychiatry, Directorate General of Health Services,",18-27,Level 1,Matriculation (10th),14,7,25,49,10,105,10,1,1,1,1
160,MPR,MP13726,Medical Social Welfare Officer,"All India Institute of Hygiene and Public Health , Directorate General of",18-25,Level 6,Higher Secondary (10+2),0,0,1,1,0,2,0,0,0,0,0
161,MPR,MP13826,Technician,"National Centre for Disease Control, Directorate General of Health Services, Ministry of Health & Family Welfare",18-25,Level 6,Graduation & Above,0,0,0,1,0,1,0,0,0,0,0
162,MPR,MP13926,Insect Collector,"National Centre for Disease Control, Directorate General of Health Services, Ministry of Health & Family Welfare",18-27,Level 2,Higher Secondary (10+2),0,0,0,3,0,3,0,0,0,0,0
163,MPR,MP14026,Junior Engineer,"Central Ground Water Board, Central Ground Water Board, Department of Water Resources, River Development and Ganga",18-30,Level 6,Higher Secondary (10+2),0,0,0,3,1,4,0,0,0,0,0
164,NER,NE10126,LIBRARIAN,"Central Academy For State Forest Services , Ministry of",18-27,Level 4,Graduation & Above,0,0,0,1,0,1,0,0,0,0,0
165,NER,NE10226,JUNIOR ENGINEER,"Central Silk Board , Ministry of Textiles",18-30,Level 6,Higher Secondary (10+2),0,1,0,1,0,2,0,0,0,0,0
166,NER,NE10326,FIELD ASSISTANT,"Central Silk Board , Ministry of Textiles",18-25,Level 3,Matriculation (10th),0,0,1,1,0,2,0,0,0,0,0
167,NER,NE10426,PHARMACIST CUM CLERK,"Government Medical Store Depot, Directorate General of Health Services, Ministry of Health & Family Welfare",21-28,Level 5,Higher Secondary (10+2),0,0,0,3,0,3,0,0,0,0,0
168,NER,NE10526,LABORATORY ATTENDANT,"Central Forensic Science Laboratory, Directorate of Forensic Science Services,",18-27,Level 1,Matriculation (10th),0,0,0,1,0,1,0,0,0,0,0
169,NER,NE10626,Drilling Assistant Gr-I,"Geological Survey of India, Ministry of Mines",,,Higher Secondary (10+2),0,0,0,3,0,3,0,0,0,0,0
170,NER,NE10726,DRILLING ASSISTANT GR-,,18-25,Level 3,Matriculation (10th),0,0,0,3,0,3,0,0,0,0,0
171,NER,NE10826,JUNIOR TECHNICAL ASSISTANT (CHEMICAL),"Geological Survey of India, Ministry of Mines",,,,0,0,0,2,0,2,0,0,0,0,0
172,NER,NE10926,JUNIOR TECHNICAL ASSISTANT (GEOLOGY),"Geological Survey of India, Ministry of Mines",,,,0,1,1,3,0,5,0,1,0,0,0
173,NER,NE11026,JUNIOR TECHNICAL,ASSISTANT,18-30,Level 6,Higher Secondary (10+2),0,0,0,2,0,2,0,0,0,0,0
174,NER,NE11126,LAB. ASSISTANT GR-III (CHEMICAL),"Geological Survey of India, Ministry of Mines",,,Higher Secondary (10+2),0,0,0,1,0,1,0,0,0,0,0
175,NER,NE11226,LAB. ASSISTANT GR-III (GEOLOGY),"Geological Survey of India, Ministry of Mines",,,Higher Secondary (10+2),0,0,0,2,0,2,0,0,0,0,0
176,NER,NE11326,STORE ATTENDANT,"Geological Survey of India, Ministry of Mines",,,,0,0,0,1,0,1,0,0,0,0,0
177,NER,NE11426,TECHNICAL OPERATOR (DRILLING),"Geological Survey of India, Ministry of Mines",,,,0,1,1,3,1,6,0,0,0,0,0
178,NER,NE11526,Vocational Instructor,"(Except Women Training)- Welder Directorate General of Training (DGT), Ministry of",18-30,Level 6,Graduation & Above,1,0,3,8,1,13,0,1,0,0,0
179,NER,NE11626,Vocational Instructor,"(Except Women Training)- Wood Work Technician (old nomenclature Carpenter) or Pattern Maker Directorate General of Training (DGT), Ministry of",18-30,Level 6,Graduation & Above,1,1,1,0,0,3,0,0,0,0,0
180,NER,NE11726,Vocational Instructor (Except Women,"Training)- Fitter Directorate General of Training (DGT), Ministry of",18-30,Level 6,Graduation & Above,4,2,6,11,2,25,0,0,0,0,1
181,NER,NE11826,Vocational Instructor,"(Except Women Training)- Mechanic Refrigeration & Air Conditioning Directorate General of Training (DGT), Ministry of",18-30,Level 6,Graduation & Above,1,0,2,2,1,6,0,0,0,0,0
182,NER,NE11926,Vocational Instructor,"(Except Women Training)- Sheet Metal Worker Directorate General of Training (DGT), Ministry of",18-30,Level 6,Graduation & Above,0,0,0,1,0,1,0,0,0,0,0
183,NER,NE12026,Vocational Instructor,"(Except Women Training)- Moulder or Foundry man Directorate General of Training (DGT), Ministry of",18-30,Level 6,Graduation & Above,0,0,1,0,1,2,0,0,0,0,0
184,NER,NE12126,Vocational Instructor,"(Except Women Training)- (Motor Mechanic Vehicle or Motor Driving Mechanic) Directorate General of Training (DGT), Ministry of Skill Development and Entrepreneurship",18-30,Level 6,Graduation & Above,2,1,4,5,1,13,0,0,0,1,0
185,NER,NE12226,Vocational Instructor,"(Except Women Training)- (Mechanic Diesel) Directorate General of Training (DGT), Ministry of",18-30,Level 6,Graduation & Above,1,1,1,3,0,6,0,0,0,0,0
186,NER,NE12326,Vocational Instructor,"(Except Women Training)- (Mechanic Tractor) Directorate General of Training (DGT), Ministry of",18-30,Level 6,Graduation & Above,0,0,0,0,1,1,0,0,0,0,0
187,NER,NE12426,Vocational Instructor,"(Except Women Training)- Draughtsman (Mechanical) or Engineering Drawing or Drawing and Arithmetic Directorate General of Training (DGT), Ministry of",18-30,Level 6,Graduation & Above,2,1,4,5,0,12,0,0,0,0,0
188,NER,NE12526,Vocational Instructor,"(Except Women Training)- Draughtsman (Civil) Directorate General of Training (DGT), Ministry of",18-30,Level 6,Graduation & Above,0,0,1,2,1,4,0,0,1,0,0
189,NER,NE12626,Vocational Instructor,"(Except Women Training)-workshop Calculation and Science Directorate General of Training (DGT), Ministry of",18-30,Level 6,Graduation & Above,3,1,3,4,2,13,0,0,0,0,0
190,NER,NE12726,Vocational Instructor,"(Except Women Training)-(Instrument Mechanic) Directorate General of Training (DGT), Ministry of",18-30,Level 6,Graduation & Above,0,0,1,1,0,2,0,0,0,0,0
191,NER,NE12826,Vocational Instructor,"(Except Women Training)-( Tool and Die maker) Directorate General of Training (DGT), Ministry of",18-30,Level 6,Graduation & Above,0,0,0,1,0,1,0,0,0,0,0
192,NER,NE12926,Vocational Instructor,"(Except Women Training)-( Maintenance Millwright or Mechanic Machine Tool Maintenance) Directorate General of Training (DGT), Ministry of",18-30,Level 6,Graduation & Above,0,0,1,1,0,2,0,0,0,0,0
193,NER,NE13026,Vocational Instructor,"(Except Women Training)-( Machinist Grinder) Directorate General of Training (DGT), Ministry of",18-30,Level 6,Graduation & Above,0,0,0,1,0,1,0,0,0,0,0
194,NER,NE13126,Vocational Instructor,"(Except Women Training)-(Turner) Directorate General of Training (DGT), Ministry of",18-30,Level 6,Graduation & Above,2,1,3,3,1,10,0,1,0,0,0
195,NER,NE13226,Vocational Instructor,"(Except Women Training)-(Machinist) Directorate General of Training (DGT), Ministry of",18-30,Level 6,Graduation & Above,1,1,3,5,1,11,0,0,0,0,0
196,NER,NE13326,Vocational Instructor,"(Except Women Training)-(Attendant Operator Chemical Plant) Directorate General of Training (DGT), Ministry of",18-30,Level 6,Graduation & Above,1,0,0,0,0,1,0,0,0,0,0
197,NER,NE13426,Vocational Instructor,"(Except Women Training)-(Maintenance Mechanic Chemical Plant) Directorate General of Training (DGT), Ministry of",18-30,Level 6,Graduation & Above,0,0,0,1,0,1,0,0,0,0,0
198,NER,NE13526,Vocational Instructor,"(Except Women Training)-(Instrument Mechanic Chemical Plant) Directorate General of Training (DGT), Ministry of",18-30,Level 6,Graduation & Above,0,0,0,1,0,1,0,0,0,0,0
199,NER,NE13626,Vocational Instructor,"(Except Women Training)-Laboratory Assistant Chemical Plant) Directorate General of Training (DGT), Ministry of",18-30,Level 6,Graduation & Above,0,0,1,0,0,1,0,0,0,0,0
200,NER,NE13726,Vocational Instructor (Except Women,"Training)-Cutting and Tailoring or Sewing Technology) Directorate General of Training (DGT), Ministry of",18-30,Level 6,Graduation & Above,0,0,0,2,1,3,0,0,0,0,0
201,NER,NE13826,Vocational Instructor,"(Except Women Training)-(Computer Operator and Programming Assistant) Directorate General of Training (DGT), Ministry of",18-30,Level 6,Graduation & Above,2,1,4,5,1,13,0,0,0,0,1
202,NER,NE13926,Vocational Instructor (Except Women,"Training)-(Solar Technician) Directorate General of Training (DGT), Ministry of",18-30,Level 6,Graduation & Above,1,1,2,2,1,7,0,0,0,0,0
203,NER,NE14026,Vocational Instructor,"(Except Women Training)-(Computer Hardware and Network Maintenance) Directorate General of Training (DGT), Ministry of",18-30,Level 6,Graduation & Above,1,0,1,1,0,3,0,0,0,0,0
204,NER,NE14126,Vocational Instructor (Except Women,"Training)-(Technician Mechatronics) Directorate General of Training (DGT), Ministry of",18-30,Level 6,Graduation & Above,0,0,0,2,0,2,0,0,0,0,0
205,NER,NE14226,Vocational Instructor (Except Women,"Training)-(Internet of Things ( Smart Healthcare or Smart Agriculture or Smart City) Directorate General of Training (DGT), Ministry of",18-30,Level 6,Graduation & Above,0,1,1,1,0,3,0,0,0,1,0
206,NER,NE14326,Vocational Instructor,"(Except Women Training)-(Electrician or Maintenance Electrician) Directorate General of Training (DGT), Ministry of",18-30,Level 6,Graduation & Above,4,1,7,10,3,25,0,0,1,0,0
207,NER,NE14426,Vocational Instructor,"(Except Women Training)-(Electronics or Electronics Mechanic) Directorate General of Training (DGT), Ministry of",18-30,Level 6,Graduation & Above,3,2,3,3,2,13,0,0,0,0,0
208,NER,NE14526,MULTI TASKING STAFF,"Geological Survey of India, Ministry of Mines",,,,2,2,4,7,3,18,1,0,1,0,0
209,NR,NR10126,Market Intelligence Inspector (Economics),"Economics, Statistics & Evaluation Division, Department of Agriculture & Farmers Welfare, Ministry of Agriculture & Farmers",18-30,Level 6,Graduation & Above,0,0,0,1,0,1,0,0,0,0,0
210,NR,NR10226,Driver- cum-Mechanic,"Directorate of Plant Protection, Quarantine and Storage, Department of Agriculture & Farmers Welfare, Ministry of",18-27,Level 3,Matriculation (10th),0,0,0,4,0,4,0,0,0,0,0
211,NR,NR10326,Technical Assistant,"Directorate of Plant Protection, Quarantine and Storage, Department of Agriculture & Farmers Welfare, Ministry of",18-25,Level 3,Graduation & Above,1,1,6,6,0,14,1,0,0,0,0
212,NR,NR10426,Scientific Assistant,"Directorate of Plant Protection, Quarantine and Storage, Department of Agriculture & Farmers Welfare, Ministry of",18-25,Level 5,Graduation & Above,3,2,10,14,0,29,2,0,0,0,0
213,NR,NR10526,Mechanic (Electric cum,"Laboratory Equipment) Directorate of Plant Protection, Quarantine and Storage, Department of Agriculture & Farmers Welfare, Ministry of",18-25,Level 4,Higher Secondary (10+2),0,0,1,0,1,2,0,0,0,0,0
214,NR,NR10626,Junior Technical Assistant,"Petroleum and Explosives Safety Organization (PESO), O/o Chief Controller of Explosives, Department for Promotion of Industry and",18-25,Level 5,Higher Secondary (10+2),8,4,15,25,6,58,6,1,1,0,0
215,NR,NR10726,Junior Wireless Officers,"Department of Telecommunications,",18-30,Level 6,Higher Secondary (10+2),13,1,2,38,6,60,0,0,0,1,1
216,NR,NR10826,Accounts & Statistical Assistant,"Directorate of Sugar and Vegetable Oils, Department of Food and Public Distribution, Ministry of",18-27,Level 5,Graduation & Above,0,0,0,1,0,1,0,0,0,0,0
217,NR,NR10926,Canteen Attendant,"Department of Food and Public Distribution, Ministry of Consumer Affairs, Food,",18-25,Level 1,Matriculation (10th),1,0,0,2,0,3,0,0,0,0,0
218,NR,NR11026,Assistant Halwai-cumCook,"Department of Food and Public Distribution, Ministry of Consumer Affairs, Food,",18-25,Level 2,Matriculation (10th),0,0,0,2,0,2,0,0,0,0,0
219,NR,NR11126,Operator (Senior Grade),"National Test House, Department of Consumer Affairs, Ministry of",18-25,Level 4,Matriculation (10th),0,0,1,0,0,1,0,0,0,0,0
220,NR,NR11226,Operator (Ordinary Grade),"National Test House, Department of Consumer Affairs, Ministry of",18-25,Level 2,Matriculation (10th),0,0,0,1,0,1,0,0,0,0,0
221,NR,NR11326,Junior Technical Assistant,"Admin-II Section, Ministry of Corporate Affairs",18-30,Level 6,Graduation & Above,7,5,7,17,2,38,0,0,0,2,0
222,NR,NR11426,Senior Technical Assistant,"Admin-II Section, Ministry of Corporate Affairs",18-30,Level 7,Graduation & Above,2,0,2,3,0,7,0,0,0,0,0
223,NR,NR11526,Junior Legal Assistant,National Company Law,18-30,Level 6,Graduation & Above,2,7,4,14,2,29,0,1,0,0,0
224,NR,NR11626,Staff Car Driver (Ordinary Grade),"Directorate General of Aeronautical Quality Assurance (DGAQA), Department of Defence",18-25,Level 2,Matriculation (10th),0,0,0,1,0,1,0,0,0,0,0
225,NR,NR11726,Junior Engineer (Naval,"Quality Assurance) - Metallurgy Directorate of Quality Assurance (Naval), Department of Defence",18-30,Level 6,Higher Secondary (10+2),0,0,1,0,0,1,0,0,0,0,0
226,NR,NR11826,Library & Information Assistant,"Office of the Joint Secretary & Chief Administrative Officers (O/O JS & CAO) , Integrated Headquarters of Ministry of Defence (Army,",18-30,Level 6,Graduation & Above,0,0,1,2,0,3,0,0,0,1,0
227,NR,NR11926,"Data Entry Operator, Grade 'B'","Office of the Joint Secretary & Chief Administrative Officers (O/O JS & CAO) ,",18-25,Level 5,Graduation & Above,3,1,4,11,1,20,0,0,0,1,0
228,NR,NR12126,Staff Car Driver (Ordinary Grade),India Meteorological,18-27,Level 2,Matriculation (10th),1,1,3,8,1,14,1,0,0,0,0
229,NR,NR12226,Telephone Operator,"Forest Survey of India, Ministry of Environment &",18-27,Level 2,Matriculation (10th),0,0,0,1,0,1,0,0,0,0,0
230,NR,NR12326,Research Assistant (Environment),Ministry of Environment & Forests and Climate Change,,,,1,0,0,1,0,2,0,0,0,0,0
231,NR,NR12426,Research Investigator (Forestry),Ministry of Environment & Forests and Climate Change,,,,0,0,0,1,1,2,0,0,0,0,0
232,NR,NR12526,"MTS (Assistant Keeper, Attendant)","National Zoological Park, Ministry of Environment &",18-25,Level 1,Matriculation (10th),4,2,7,49,2,64,16,1,1,0,0
233,NR,NR12626,Senior Educational Assistant,"National Museum of Natural History, Ministry of Environment & Forests and Climate Change",18-30,Level 6,Graduation & Above,0,1,0,0,0,1,0,0,0,0,0
234,NR,NR12726,Senior Technical Assistant (Exhibition),"National Museum of Natural History, Ministry of Environment & Forests and Climate Change",18-30,Level 6,Graduation & Above,1,0,0,0,0,1,0,0,0,0,0
